query_length,num_words,response_time_ms,prediction
54.96714153011233,8.715574720696566,220.27861706028165,0
48.61735698828815,9.121569052736469,270.03124885231136,1
56.47688538100692,10.166102486350553,300.26218498590913,1
65.23029856408026,10.107604104069805,302.3490296882371,0
47.658466252766644,5.244661264085818,277.4967264260378,0
47.6586304305082,6.124349920169754,331.14249661737495,0
65.79212815507391,9.03007053441732,246.61897853087027,0
57.67434729152909,9.027571901824418,292.8810257489353,0
45.30525614065048,9.030095372612095,306.01478158559496,0
55.42560043585965,15.705462981309442,325.72194170293744,1
45.365823071875376,9.141781021386334,335.5807439044445,0
45.34270246429743,10.271131280361198,243.76789540810654,0
52.41962271566034,9.908003526986406,223.29429146321888,0
30.86719755342202,9.302782502611596,363.88384109492546,1
32.75082167486967,7.369461510719309,316.6157005989796,0
44.37712470759027,9.517938440986535,262.5756731721723,0
39.87168879665576,6.454349570924856,377.55759877612616,0
53.142473325952736,7.526362786519982,305.78373171464295,0
40.91975924478789,7.029272904341793,358.96485920319134,0
35.87696298664709,8.163748278772646,303.37592407050545,1
64.65648768921554,12.629317133347017,403.03739624409934,1
47.74223699513465,4.265469614816504,387.7670421221602,0
50.67528204687924,9.372520380749027,287.5517925760463,0
35.75251813786544,4.774568257620697,348.5785475477178,1
44.556172754748175,7.056136268421133,332.2687974792574,1
51.10922589709866,10.177901193934732,368.43157787661744,0
38.490064225776976,8.128560038190926,251.7538269709948,0
53.75698018345672,5.844510444141388,334.30257299992195,0
43.99361310081195,6.569392581480064,352.9212243424794,0
47.083062502067236,9.35919549786935,212.06302567884427,1
43.98293387770603,6.539266736565727,240.83707436671125,1
68.52278184508938,8.43291717916395,198.03839111199497,1
49.86502775262066,8.091143679807628,286.5296582777721,0
39.422890710440996,6.696799304788366,335.8771127897981,0
58.225449121031886,12.28788817865065,375.1178526048014,1
37.791563500289776,9.267838044636022,303.70473902098877,1
52.08863595004755,3.9497148266847857,381.4307772785646,0
30.403298761202244,8.372908629538856,230.99492708925544,1
36.71813951101569,6.676427070463224,214.83087803224225,1
51.96861235869123,9.704866669592448,297.22261505516906,0
57.38466579995411,6.414958523134599,319.20327244696534,0
51.7136828118997,7.770527117066202,298.36526259529535,0
48.843517176117594,9.009974557960915,196.62789499800618,0
46.98896304410711,9.731510388340244,295.5439980243606,0
35.214780096325725,5.599407185888447,234.77652497475734,1
42.801557916052914,7.330997528318103,333.48362744150194,0
45.393612290402125,7.050109377678088,318.3299123048424,0
60.57122226218915,6.693341534852577,253.00601068363224,0
53.43618289568462,11.530908480562193,274.30665413316535,0
32.36959844637266,8.80996342192191,247.0393239055524,1
53.24083969394795,5.478232091329909,296.8660451363414,0
46.149177195836835,9.835723894109552,347.7571160250619,0
43.23077999694041,12.244312394025266,250.71369768322282,1
56.11676288840868,10.064930521102294,325.20232577589223,0
60.30999522495951,4.961260068091973,273.48711908137795,0
59.31280119116199,7.031531854267497,260.3563583868828,0
41.607824767773614,10.533822298373245,294.6484820022721,0
46.907876241487855,6.584661068762438,248.2378838790313,0
53.31263431403564,8.887638856292456,272.3175347326409,0
59.75545127122359,9.549268106858673,240.10610537055757,0
45.2082576215471,6.146139056843834,398.2362566458195,1
48.14341023336183,7.8809492878764,301.7631775985864,0
38.93665025993972,1.5174653198618548,265.0137246003707,0
38.037933759193294,5.951224717331421,310.6989955367111,0
58.125258223941984,7.494863697213679,294.3835975154585,0
63.56240028570823,5.504433636070301,288.95152002333884,0
49.27989878419666,11.26482260786327,330.7083350021713,0
60.03532897892024,5.139717244078735,337.87538550236525,1
53.61636025047634,7.119911026606032,273.4749426194736,0
43.54880245394876,8.261481154572182,271.209087967766,0
53.61395605508414,10.882546578132231,286.2474151424178,0
65.38036566465969,5.128275697641121,184.90394176322076,1
49.64173960890049,10.32632750430992,224.2404468900724,0
65.64643655814007,8.020466122039174,368.34371337222626,0
23.802548959102555,6.036982697904098,382.2483856750642,0
58.21902504375224,8.92420694852654,287.5481980221811,1
50.870470682381715,8.39811939114694,328.8278481527883,0
47.009926495341325,6.799566245682411,315.5625077271768,1
50.91760776535502,8.139604169980037,453.9440404227619,0
